"","diet_analysis_id","world_country_description","wolf_population_description","wolf_subspecies_description","study_area","pack","latitude","longitude","source_id","analytical_method_description","identification_method_description","temporal_scale_description","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird","castor.sp","cervidae","domestic.ungulata","fish","garbage","lagomorpha","marmota.sp","mesomammals","micromammals","microrodents","other","other.domestic.ungulata","semiaquatic.rodentia","undefined.item","vegetable.fruit"
"35",35,"Lithuania","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Lithuania",NA,55.3028,26.0325,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"cold season",NA,94,NA,"2004-2012",9,NA,10.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,"Lithuania","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Lithuania",NA,55.3028,26.0325,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,94,NA,"2004-2012",9,NA,10.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"Lithuania","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Lithuania",NA,55.3028,26.0325,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"warm season",NA,106,NA,"2004-2012",9,NA,11.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,"Lithuania","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Lithuania",NA,55.3028,26.0325,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,106,NA,"2004-2012",9,NA,11.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"Lithuania","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Lithuania",NA,55.3028,26.0325,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,200,NA,"2004-2012",9,NA,22.2222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"Lithuania","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Lithuania",NA,55.3028,26.0325,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,200,NA,"2004-2012",9,NA,22.2222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Skaliskie Forest",NA,54.28,21.95,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,40,200,"1999-2004",6,0.2,6.66666666666667,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,42.9,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Rominta Forest",NA,54.5,22.5,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,84,170,"1999-2004",6,0.494117647058824,14,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,27.5,0.2,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Pisz Forest",NA,53.63,21.8,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,72,1350,"1998-2003",6,0.0533333333333333,12,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,60.4,0,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Napiwoda-Ramuki Forest",NA,53.6,20.58,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,63,1940,"1998-2003",6,0.0324742268041237,10.5,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,38,0.1,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Augustow Forest",NA,51.33,21.28,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,193,1350,"2000-2005",6,0.142962962962963,32.1666666666667,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,23.1,0.1,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Augustow Forest",NA,51.33,21.28,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,180,1350,"2004-2006",3,0.133333333333333,60,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,24.4,0.1,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Biebrza National Park",NA,53.29,22.44,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,48,640,"2001-2004",4,0.075,12,NA,14.8,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,41.9,0,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Knyszyn Forest",NA,53.21,23.25,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,53,1500,"2000-2002",3,0.0353333333333333,17.6666666666667,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,30.6,0,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Białowieża Primeval Forest",NA,52.7,23.84,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,1022,600,"1985-2000",17,1.70333333333333,60.1176470588235,NA,0.3,NA,NA,1.7,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,1.7,0.2,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Sobibor Forest",NA,51.28,23.38,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,59,1910,"2000-2005",6,0.0308900523560209,9.83333333333333,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,57.2,0,NA,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Białowieża Primeval Forest",NA,52.7,23.84,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,112,600,"1985-1990",6,0.186666666666667,18.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Białowieża Primeval Forest",NA,52.7,23.84,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"cold season",NA,112,600,"1985-1990",6,0.186666666666667,18.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Białowieża Primeval Forest",NA,52.7,23.84,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,69,600,"1985-1990",6,0.115,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,"Poland","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Białowieża Primeval Forest",NA,52.7,23.84,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"warm season",NA,69,600,"1985-1990",6,0.115,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Gorodok district,Vitebsk region",NA,55.75,30.33,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,447,800,"1990-1992",3,0.55875,149,NA,42.7,NA,NA,NA,NA,6.3,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Gorodok district,Vitebsk region",NA,55.75,30.33,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,447,800,"1990-1992",3,0.55875,149,NA,32.5,NA,NA,NA,NA,3.4,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Gorodok district,Vitebsk region",NA,55.75,30.33,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,363,800,"1994-1996",3,0.45375,121,NA,19.8,NA,NA,NA,NA,35.8,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Gorodok district,Vitebsk region",NA,55.75,30.33,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,363,800,"1994-1996",3,0.45375,121,NA,10.8,NA,NA,NA,NA,23.6,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Gorodok district,Vitebsk region",NA,55.75,30.33,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,375,800,"1999-2000",2,0.46875,187.5,NA,14.9,NA,NA,NA,NA,8,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Gorodok district,Vitebsk region",NA,55.75,30.33,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,375,800,"1999-2000",2,0.46875,187.5,NA,9.7,NA,NA,NA,NA,4.7,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,117,49,"1999-2000",1,2.38775510204082,117,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,25.2,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,138,49,"1999-2000",1,2.81632653061224,138,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,25.2,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,98,49,"2000-2001",1,2,98,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,27.2,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,152,49,"2000-2001",1,3.10204081632653,152,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,20.7,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,142,49,"2001-2002",1,2.89795918367347,142,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,16.9,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,130,49,"2001-2002",1,2.6530612244898,130,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,13.8,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,89,49,"2002-2003",1,1.81632653061224,89,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,20.4,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,132,49,"2002-2003",1,2.69387755102041,132,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,43.8,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,105,49,"2003-2004",1,2.14285714285714,105,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,32.7,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"Belarus","Baltic (EST; LVA; POL; LTU)","Canis lupus lupus","Naliboki Forest","Kupalishcha wolf pack",53.884444,26.4425,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,157,49,"2003-2004",1,3.20408163265306,157,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,19.5,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
